SLOCStandard,Readability,SimpleReadability,NVAR,NCOMP,Mcclure,McCabe,IndentSTD,MaximumBlockDepth,totalFanOut,Length,MaintainabilityIndex,SATD,Parameters,LocalVariables,ChangeAtMethodAge,CriticalEditDistances,file,Decision
4,0.3295401930809021,0.5822004269021227,0,0,0,1,4.0,0,1,26.0,123.8484878540039,0,1,0,0,0,17016.json,NotBuggy
3,0.5468947887420654,0.8247257219742548,0,0,0,1,3.77,0,0,17.0,131.28770446777344,0,1,0,0,0,25468.json,NotBuggy
42,0.0,1.467867167880074E-9,3,3,6,4,8.31,3,19,225.0,72.10926055908203,0,1,11,0,0,22211.json,NotBuggy
3,0.4760136604309082,0.7059613920338768,0,0,0,1,3.77,0,1,18.0,130.85629272460938,0,1,0,0,0,8103.json,NotBuggy
3,0.6775726079940796,0.6166716975648774,0,0,0,1,3.77,0,1,20.0,130.30841064453125,0,1,0,0,0,10773.json,NotBuggy
3,0.05092896893620491,0.8862641992094502,0,0,0,1,3.77,0,0,12.0,133.59722900390625,0,0,0,0,0,2527.json,NotBuggy
3,0.9554304480552673,0.8882711878961166,0,0,0,1,3.77,0,0,13.0,132.9956512451172,0,0,0,0,0,21521.json,NotBuggy
3,0.7837850451469421,0.872666691874576,0,0,0,1,1.89,0,1,15.0,132.086669921875,0,0,0,0,0,27192.json,NotBuggy
17,0.003094674786552787,0.050649267957574795,0,0,0,2,10.44,1,3,66.0,94.27326965332031,0,3,1,0,0,9731.json,NotBuggy
3,0.7177185416221619,0.8271980863599998,0,0,0,1,3.77,0,1,16.0,131.75106811523438,0,0,0,0,0,11138.json,NotBuggy
3,0.7783433794975281,0.9083247712548256,0,0,0,1,3.77,0,0,12.0,133.59722900390625,0,0,0,0,0,3466.json,NotBuggy
6,0.009009749628603458,0.08242826459840706,0,0,0,1,22.15,0,3,43.0,114.07755279541016,0,2,1,0,0,21319.json,NotBuggy
3,0.900358259677887,0.7353567723315604,0,0,0,1,3.77,0,0,13.0,132.9956512451172,0,0,0,0,0,25915.json,NotBuggy
7,0.2069573849439621,0.06595153412919336,0,0,0,2,2.56,1,2,54.0,110.10877227783203,0,1,2,0,0,794.json,NotBuggy
5,0.13972590863704681,0.2026214761104969,0,0,0,1,3.92,0,3,35.0,118.3609390258789,0,0,1,0,0,29430.json,NotBuggy
3,0.7915797233581543,0.7839563628365324,0,0,0,1,3.77,0,0,15.0,131.9385528564453,0,1,0,0,0,20412.json,NotBuggy
3,0.8946161270141602,0.842976440582151,0,0,0,1,3.77,0,0,15.0,132.086669921875,0,1,0,0,0,27418.json,NotBuggy
3,0.9345476627349854,0.917527068019329,0,0,0,1,3.77,0,0,12.0,133.59722900390625,0,0,0,0,0,26342.json,NotBuggy
3,0.8965228199958801,0.8984341348241502,0,0,0,1,3.77,0,0,12.0,133.59722900390625,0,0,0,0,0,26803.json,NotBuggy
3,0.13230015337467194,0.744528350150575,0,0,0,1,3.77,0,0,17.0,131.1535186767578,0,0,0,0,0,12805.json,NotBuggy
17,0.0031295595690608025,0.0030362967423835274,1,1,2,2,4.03,1,9,110.0,91.5787124633789,0,2,3,0,0,27668.json,NotBuggy
8,0.06520760804414749,0.005426575247605478,3,3,6,4,1.73,0,3,73.0,106.16419219970703,0,0,1,0,0,26.json,NotBuggy
3,0.48509612679481506,0.5845935165760964,0,0,0,1,3.77,0,1,21.0,129.81976318359375,0,1,0,0,0,15807.json,NotBuggy
3,0.8633844256401062,0.8938135528296505,0,0,0,1,3.77,0,0,12.0,133.59722900390625,0,0,0,0,0,30097.json,NotBuggy
3,0.5105559825897217,0.697923086315405,0,0,0,1,3.77,0,1,18.0,130.7338104248047,0,0,0,0,0,23338.json,NotBuggy
27,0.003646023338660598,2.2414613156721674E-5,3,5,8,5,10.92,2,12,146.0,81.814453125,0,2,3,0,0,326.json,NotBuggy
6,0.3043217360973358,0.8342860160328222,0,0,0,1,5.5,0,0,22.0,118.24500274658203,0,3,0,0,0,26411.json,NotBuggy
7,0.472714364528656,0.5655036395210399,1,1,2,2,6.05,1,2,32.0,113.2991714477539,0,1,0,0,0,2812.json,NotBuggy
3,0.31738537549972534,0.32152177562599943,0,0,0,1,3.77,0,2,27.0,128.1388702392578,0,2,0,0,0,29541.json,NotBuggy
3,0.7789281010627747,0.7334787642433842,0,0,0,1,3.77,0,1,18.0,130.85629272460938,0,1,0,0,0,27151.json,NotBuggy
3,0.0017545368755236268,0.879995763623467,0,0,0,1,3.77,0,0,12.0,133.59722900390625,0,0,0,0,0,15187.json,NotBuggy
7,0.38885822892189026,0.23149905423765152,1,1,2,2,5.11,1,2,38.0,112.25244903564453,0,1,1,0,0,2253.json,NotBuggy
14,0.2640959918498993,0.002723892543945397,2,2,4,3,9.9,1,3,79.0,96.33432006835938,0,2,2,0,0,5045.json,NotBuggy
6,0.04740137234330177,0.20423154228189655,0,0,0,1,10.07,0,3,38.0,115.05393981933594,0,2,0,0,0,19558.json,NotBuggy
3,0.9293488264083862,0.8672807235079886,0,0,0,1,3.77,0,0,15.0,132.086669921875,0,1,0,0,0,3686.json,NotBuggy
15,0.0018766251159831882,1.599734563542879E-5,0,0,0,2,11.31,1,15,106.0,93.69146728515625,0,0,4,0,0,24719.json,NotBuggy
3,0.9199639558792114,0.9013261148686204,0,0,0,1,3.77,0,0,12.0,133.59722900390625,0,0,0,0,0,10336.json,NotBuggy
