SLOCStandard,Readability,SimpleReadability,NVAR,NCOMP,Mcclure,McCabe,IndentSTD,MaximumBlockDepth,totalFanOut,Length,MaintainabilityIndex,SATD,Parameters,LocalVariables,ChangeAtMethodAge,CriticalEditDistances,file,Decision
13,0.01969139464199543,6.433977154231498E-4,0,0,0,1,5.11,1,9,83.0,97.58211517333984,0,1,3,0,0,5034.json,NotBuggy
4,0.013869875110685825,0.2591706674014952,0,0,0,1,5.2,0,4,31.0,122.76004028320312,0,1,0,0,0,5517.json,NotBuggy
72,0.0,4.475172274364064E-20,6,7,13,13,8.03,3,30,398.0,57.98031234741211,1,2,12,0,0,2739.json,Buggy
24,2.1277247287798673E-4,7.89191021911282E-7,5,6,11,7,3.65,1,16,145.0,83.2003173828125,0,1,1,0,0,6326.json,Buggy
3,0.9352994561195374,0.8747584671794096,0,0,0,1,3.77,0,0,13.0,132.9956512451172,0,0,0,0,0,7655.json,NotBuggy
3,0.8136296272277832,0.9274050314019715,0,0,0,1,3.77,0,0,12.0,133.59722900390625,0,0,0,0,0,2301.json,NotBuggy
3,0.7097752094268799,0.8411625674836375,0,0,0,1,3.77,0,0,17.0,131.28770446777344,0,1,0,0,0,2710.json,NotBuggy
9,0.021063489839434624,3.200167750984449E-4,1,1,2,2,6.29,1,6,74.0,103.83558654785156,0,2,2,0,0,5280.json,NotBuggy
12,0.025728978216648102,0.0016376645201572615,0,0,0,3,4.62,1,4,80.0,98.99664306640625,0,0,4,0,0,7548.json,NotBuggy
3,0.5874642133712769,0.8612029806553801,0,0,0,1,3.77,0,0,17.0,131.28770446777344,0,1,0,0,0,799.json,NotBuggy
3,0.04441497474908829,0.6223553666973974,0,0,0,1,1.89,0,1,23.0,129.2428436279297,0,1,0,0,0,152.json,NotBuggy
3,0.611594021320343,0.5248092024505031,0,0,0,1,3.77,0,2,21.0,129.93223571777344,0,1,0,0,0,452.json,NotBuggy
3,0.8535304665565491,0.8839863042558876,0,0,0,1,3.77,0,0,14.0,132.4454345703125,0,0,0,0,0,3846.json,NotBuggy
10,0.2064053863286972,0.259280314999342,0,0,0,2,5.99,1,4,44.0,105.51252746582031,0,0,1,0,0,84.json,NotBuggy
73,0.0,3.833336516823319E-27,5,11,16,18,9.3,6,40,442.0,55.91514205932617,0,1,6,0,0,7711.json,Buggy
3,0.5758981108665466,0.8589642315473045,0,0,0,1,3.77,0,1,18.0,130.99049377441406,0,1,0,0,0,6162.json,NotBuggy
3,0.6385853886604309,0.859825635668047,0,0,0,1,3.77,0,0,17.0,131.28770446777344,0,1,0,0,0,544.json,NotBuggy
6,0.0016331432852894068,0.006079757276149331,0,0,0,1,10.99,0,8,57.0,112.5003890991211,0,2,0,0,0,6120.json,NotBuggy
14,0.034234385937452316,1.8190436871362213E-5,0,0,0,2,5.11,1,5,102.0,94.85049438476562,0,3,4,0,0,7450.json,NotBuggy
3,1.397283631376922E-4,0.8047430750912543,0,0,0,1,3.77,0,0,17.0,131.28770446777344,0,1,0,0,0,1423.json,NotBuggy
3,0.7280750274658203,0.9420755876945892,0,0,0,1,3.27,0,0,12.0,133.59722900390625,0,0,0,0,0,3127.json,NotBuggy
3,0.8959271907806396,0.8124745067445929,0,0,0,1,3.77,0,1,20.0,130.18594360351562,0,1,0,0,0,6617.json,NotBuggy
5,0.5693924427032471,0.17901798656124976,0,0,0,1,3.92,0,2,39.0,117.66175079345703,0,1,2,0,0,574.json,NotBuggy
3,0.6742832064628601,0.8941162567149804,0,0,0,1,3.77,0,0,12.0,133.59722900390625,0,0,0,0,0,2191.json,NotBuggy
3,0.0804426521062851,0.2923161318804272,0,0,0,1,3.77,0,2,29.0,127.76728820800781,0,1,0,0,0,4898.json,NotBuggy
3,0.635552167892456,0.7971794906402305,0,0,0,1,3.77,0,0,17.0,131.28770446777344,0,1,0,0,0,1075.json,NotBuggy
20,0.0,3.587944792968392E-8,3,3,6,5,7.65,3,16,169.0,85.38689422607422,1,3,4,0,0,614.json,NotBuggy
3,0.9513717889785767,0.9097670376836058,0,0,0,1,3.77,0,0,12.0,133.59722900390625,0,0,0,0,0,7472.json,NotBuggy
20,0.0,7.455388868969921E-5,6,5,11,7,6.51,4,14,138.0,86.41122436523438,0,1,4,0,0,6712.json,NotBuggy
6,0.29759472608566284,0.3835575700479274,1,1,2,2,5.5,1,1,32.0,115.71755981445312,0,2,0,0,0,5053.json,NotBuggy
4,0.6084966063499451,0.1579738792570915,1,1,2,2,6.63,0,2,33.0,122.05183410644531,0,1,0,0,0,1605.json,NotBuggy
3,0.009631646797060966,0.44221263761940666,0,0,0,1,3.77,0,1,26.0,128.60531616210938,0,2,0,0,0,7302.json,NotBuggy
16,0.04693859815597534,9.549788438449853E-5,0,0,0,2,5.42,1,10,109.0,92.31300354003906,0,1,4,0,0,1556.json,NotBuggy
5,0.05546325817704201,0.04832398333456243,0,0,0,1,3.92,0,4,43.0,116.9740982055664,0,2,1,0,0,629.json,NotBuggy
3,0.919742226600647,0.9239897312332854,0,0,0,1,3.77,0,0,12.0,133.59722900390625,0,0,0,0,0,7815.json,NotBuggy
10,0.2593555450439453,0.49667515679246266,2,1,3,3,8.16,2,1,42.0,105.723876953125,0,1,2,0,0,3711.json,NotBuggy
3,0.6094699501991272,0.8777353250021399,0,0,0,1,3.77,0,0,13.0,132.9956512451172,0,0,0,0,0,7676.json,NotBuggy
3,0.6229204535484314,0.8752836025283394,0,0,0,1,3.77,0,0,13.0,132.9956512451172,0,0,0,0,0,7662.json,NotBuggy
15,0.1595190316438675,0.01656444284381374,2,2,4,4,8.6,3,6,72.0,95.46910095214844,0,0,2,0,0,7280.json,Buggy
3,0.7547075748443604,0.9392289223126715,0,0,0,1,1.89,0,1,13.0,133.18099975585938,0,0,0,0,0,2987.json,NotBuggy
