SLOCStandard,Readability,SimpleReadability,NVAR,NCOMP,Mcclure,McCabe,IndentSTD,MaximumBlockDepth,totalFanOut,Length,MaintainabilityIndex,SATD,Parameters,LocalVariables,ChangeAtMethodAge,CriticalEditDistances,file,Decision
19,0.01838352531194687,3.0725553105764896E-7,3,3,6,6,6.52,2,11,137.0,87.28536224365234,0,3,4,0,0,15286.json,NotBuggy
3,0.002486663870513439,0.17825268463905988,0,0,0,1,3.77,0,1,32.0,127.17654418945312,0,2,0,0,0,17080.json,NotBuggy
4,0.0013110999716445804,0.2656255040781099,0,0,0,1,3.2,0,2,46.0,120.29539489746094,1,2,0,0,0,13256.json,NotBuggy
3,0.5098519921302795,0.4980734071426927,0,0,0,1,3.77,0,1,22.0,129.47398376464844,0,1,0,0,0,6321.json,NotBuggy
3,0.060930587351322174,0.3628808473628083,0,0,0,1,3.77,0,2,26.0,128.41912841796875,0,1,0,0,0,42802.json,NotBuggy
3,0.6337901949882507,0.9423725157292855,0,0,0,1,3.77,0,0,12.0,133.59722900390625,0,0,0,0,0,40333.json,NotBuggy
3,4.4606204028241336E-4,0.2286102930293574,0,0,0,1,3.77,0,1,30.0,127.76480865478516,0,4,0,0,0,20392.json,NotBuggy
20,0.0066192918457090855,1.050664793562849E-6,4,4,8,5,7.77,2,12,131.0,87.08119201660156,1,2,2,0,0,9020.json,NotBuggy
3,0.7071868181228638,0.8158313299010057,0,0,0,1,3.77,0,0,17.0,131.28770446777344,0,1,0,0,0,19246.json,Buggy
3,0.21791347861289978,0.7326023250562325,0,0,0,1,3.77,0,0,17.0,131.1535186767578,0,0,0,0,0,7725.json,NotBuggy
11,6.266014534048736E-4,2.267853701553266E-8,8,8,16,9,3.09,0,8,151.0,95.82947540283203,0,0,1,0,0,22480.json,NotBuggy
3,0.7842389941215515,0.4025545513500831,0,0,0,1,3.77,0,1,26.0,128.41912841796875,0,2,0,0,0,22771.json,NotBuggy
3,0.5620512962341309,0.8001259803565511,0,0,0,1,3.77,0,1,15.0,132.25152587890625,0,0,0,0,0,8958.json,NotBuggy
3,0.7758834958076477,0.4666333060819571,1,1,2,2,3.77,0,0,24.0,128.89540100097656,0,0,0,0,0,41538.json,NotBuggy
3,0.5260826349258423,0.919230002714828,0,0,0,1,3.77,0,0,12.0,133.59722900390625,0,0,0,0,0,7044.json,NotBuggy
10,0.23827166855335236,0.003709691525993284,3,2,5,3,5.06,1,2,67.0,102.52298736572266,0,2,2,0,0,20490.json,NotBuggy
4,0.8334892988204956,0.23353216415026087,1,1,2,2,4.0,0,2,33.0,122.37874603271484,0,0,1,0,0,22795.json,NotBuggy
6,0.29964369535446167,0.5580504159510647,0,0,0,1,3.77,0,3,29.0,116.912353515625,0,1,0,0,0,33176.json,NotBuggy
3,0.5283713936805725,0.8726368744792982,0,0,0,1,3.77,0,0,12.0,133.59722900390625,0,0,0,0,0,450.json,NotBuggy
3,0.3350478410720825,0.8941269663498047,0,0,0,1,3.77,0,0,12.0,133.59722900390625,0,0,0,0,0,10049.json,NotBuggy
7,0.0022332549560815096,0.03144045037244797,0,0,0,1,3.61,0,6,52.0,110.71495056152344,0,0,1,0,0,39967.json,NotBuggy
3,0.9379867911338806,0.8938390189962665,0,0,0,1,3.77,0,0,12.0,133.59722900390625,0,0,0,0,0,10153.json,NotBuggy
10,0.2587391138076782,0.11191758934898005,3,3,6,3,7.9,2,3,50.0,104.44636535644531,1,0,0,0,0,2768.json,NotBuggy
19,0.0,1.0305985876989215E-8,0,0,0,1,5.09,0,0,152.0,87.94696044921875,0,0,0,0,0,22358.json,NotBuggy
3,0.7044345736503601,0.8384371812664242,0,0,0,1,3.77,0,0,15.0,131.9385528564453,0,0,0,0,0,9732.json,NotBuggy
5,0.04652664437890053,0.7457709711629823,0,0,0,1,6.4,0,0,23.0,120.96746826171875,0,4,0,0,0,37104.json,NotBuggy
7,0.1389632672071457,0.1593119069044436,1,1,2,2,5.11,1,5,43.0,111.68390655517578,0,1,0,0,0,25611.json,NotBuggy
3,0.2578408122062683,0.912393785565154,0,0,0,1,3.77,0,0,12.0,133.59722900390625,0,0,0,0,0,9137.json,NotBuggy
6,0.001109546166844666,3.997559393175703E-4,4,2,6,2,3.77,0,3,72.0,110.81558227539062,0,0,3,0,0,1394.json,NotBuggy
14,6.999998586252332E-4,9.039089703209121E-7,0,0,0,2,5.42,1,10,126.0,93.46833801269531,1,0,5,0,0,43007.json,Buggy
7,0.5197352766990662,0.3411391243726141,2,1,3,2,5.11,1,2,41.0,111.8573226928711,0,1,1,0,0,15370.json,NotBuggy
3,0.7480373382568359,0.8372079742954275,0,0,0,1,3.77,0,1,15.0,132.25152587890625,0,0,0,0,0,22812.json,NotBuggy
4,0.09448328614234924,0.26937341746781507,0,0,0,1,4.0,0,3,30.0,122.93054962158203,0,1,0,0,0,9751.json,NotBuggy
