SLOCStandard,Readability,McCabe,totalFanOut,MaintainabilityIndex,file,Detection
3,0.9050312042236328,1,0,132.9956512451172,41834.json,NotBuggy
3,0.3437844216823578,1,0,133.59722900390625,37951.json,NotBuggy
9,0.00604776619002223,2,3,104.437744140625,839.json,NotBuggy
3,0.6830862164497375,1,0,132.4454345703125,46669.json,NotBuggy
4,0.0,1,2,122.76004028320312,23450.json,NotBuggy
3,0.5299490690231323,1,1,128.62307739257812,1871.json,NotBuggy
3,0.8187173008918762,1,0,133.59722900390625,47451.json,NotBuggy
3,0.7421702742576599,1,1,130.99049377441406,48249.json,NotBuggy
3,0.7346659302711487,1,0,131.28770446777344,46050.json,NotBuggy
5,0.5550215244293213,2,2,120.30387878417969,46553.json,NotBuggy
3,0.16462069749832153,1,2,127.98577117919922,36430.json,NotBuggy
3,0.6366904377937317,1,0,133.59722900390625,24994.json,NotBuggy
19,0.003692441387102008,7,4,88.614013671875,50723.json,NotBuggy
3,0.02439805679023266,1,2,128.31268310546875,40726.json,NotBuggy
3,0.15368854999542236,1,1,129.12539672851562,39400.json,NotBuggy
4,0.17505960166454315,1,2,122.37174224853516,43698.json,NotBuggy
3,0.6171568632125854,1,0,131.60296630859375,24304.json,NotBuggy
3,0.8456342220306396,1,0,132.4454345703125,17694.json,NotBuggy
3,0.5165305137634277,1,0,131.28770446777344,3881.json,NotBuggy
3,0.0,1,3,125.14508056640625,49456.json,NotBuggy
3,0.6366840600967407,1,1,130.85629272460938,26240.json,NotBuggy
3,0.9642793536186218,2,1,127.44500732421875,16489.json,NotBuggy
3,0.6988086700439453,1,1,130.18594360351562,46629.json,NotBuggy
3,0.037587106227874756,1,3,126.56620788574219,40261.json,NotBuggy
3,0.653837263584137,1,1,131.43582153320312,6135.json,NotBuggy
3,0.8414443731307983,1,0,133.59722900390625,7498.json,NotBuggy
3,0.9165305495262146,1,0,133.59722900390625,26367.json,NotBuggy
7,0.4946882128715515,2,6,110.2630386352539,15673.json,NotBuggy
26,5.419766530394554E-4,7,9,81.02921295166016,45476.json,NotBuggy
3,0.5883033871650696,1,1,131.43582153320312,43538.json,NotBuggy
4,0.5799267888069153,1,2,124.25267028808594,47139.json,NotBuggy
5,0.2596055865287781,2,2,119.26190948486328,12308.json,NotBuggy
3,0.8853198885917664,1,0,133.59722900390625,8540.json,NotBuggy
3,0.0,1,1,125.76248931884766,50681.json,NotBuggy
15,0.013942936435341835,4,4,93.59022521972656,44915.json,NotBuggy
3,0.6678165793418884,1,1,129.05665588378906,20173.json,NotBuggy
3,0.5558326840400696,2,0,127.83001708984375,49572.json,NotBuggy
3,0.8195531368255615,1,1,131.28770446777344,41318.json,NotBuggy
3,0.9463596343994141,1,0,130.99049377441406,44538.json,NotBuggy
8,0.7977158427238464,2,1,109.5576400756836,28281.json,NotBuggy
3,0.9106181859970093,1,0,133.59722900390625,41355.json,NotBuggy
3,0.059844356030225754,1,1,130.30841064453125,26811.json,NotBuggy
