SLOCStandard,Readability,SimpleReadability,NVAR,NCOMP,Mcclure,McCabe,IndentSTD,MaximumBlockDepth,totalFanOut,Length,MaintainabilityIndex,SATD,Parameters,LocalVariables,ChangeAtMethodAge,CriticalEditDistances,file,Detection
3,0.9225170612335205,0.9747511393053849,0,0,0,1,1.89,0,0,12.0,133.59722900390625,0,0,0,0,0,34035.json,NotBuggy
6,0.9887096881866455,0.7948168668667637,1,1,2,2,1.51,1,0,31.0,116.04551696777344,0,1,0,0,0,28415.json,NotBuggy
50,0.0,2.32745586107494E-5,7,14,21,15,10.91,2,5,209.0,67.6005859375,0,7,1,0,0,29904.json,NotBuggy
3,0.9320020079612732,0.920239041466766,0,0,0,1,0.94,0,0,15.0,132.086669921875,0,1,0,0,0,33049.json,NotBuggy
4,0.5135921239852905,0.8734005332915142,0,0,0,1,1.0,0,2,19.0,126.1969985961914,0,1,0,0,0,13200.json,NotBuggy
3,0.9018006324768066,0.8747936125600181,0,0,0,1,0.94,0,0,13.0,132.9956512451172,0,0,0,0,0,25228.json,NotBuggy
3,0.9591009616851807,0.8780202089658863,0,0,0,1,0.94,0,1,16.0,131.75106811523438,0,0,0,0,0,24383.json,NotBuggy
1,0.9868533611297607,0.787494378153422,0,0,0,1,0.0,0,0,15.0,149.88418579101562,0,1,0,0,0,26190.json,NotBuggy
3,0.9136022925376892,0.9171495254986136,0,0,0,1,0.94,0,0,12.0,133.59722900390625,0,0,0,0,0,15691.json,NotBuggy
4,0.5016252994537354,0.9224483548171807,0,0,0,1,1.0,0,1,15.0,127.59107971191406,0,0,0,0,0,12836.json,NotBuggy
15,0.006073895376175642,8.451449805204779E-4,2,2,4,3,1.05,0,13,105.0,93.58126068115234,0,1,0,0,0,29840.json,NotBuggy
3,0.395868182182312,0.8884393962049015,0,0,0,1,0.94,0,0,12.0,133.59722900390625,0,0,0,0,0,19018.json,NotBuggy
3,0.9131388664245605,0.8882978404244736,0,0,0,1,0.94,0,0,13.0,132.9956512451172,0,0,0,0,0,26916.json,NotBuggy
3,0.7786598801612854,0.8799410179518071,0,0,0,1,1.89,0,0,17.0,131.1535186767578,0,1,0,0,0,34710.json,NotBuggy
3,0.8323362469673157,0.879715292242324,0,0,0,1,0.94,0,0,13.0,132.9956512451172,0,0,0,0,0,274.json,NotBuggy
2,0.9910542964935303,0.9315687521305889,0,0,0,1,0.0,0,0,11.0,140.82913208007812,0,0,0,0,0,9750.json,NotBuggy
6,0.3848598599433899,0.6479914683002531,1,1,2,2,2.75,1,0,33.0,115.63639831542969,0,0,0,0,0,35484.json,NotBuggy
7,0.3217873275279999,0.19545650631382427,0,0,0,1,0.9,0,1,41.0,111.8279800415039,0,3,0,0,0,22468.json,NotBuggy
3,0.9012095928192139,0.8688143161095956,0,0,0,1,0.94,0,0,15.0,132.086669921875,0,1,0,0,0,19360.json,NotBuggy
3,0.9939870834350586,0.9620971859449762,0,0,0,1,0.94,0,0,12.0,133.59722900390625,0,0,0,0,0,21413.json,NotBuggy
